"","wavelandCount","wavedashCount","airDodgeCount","neutralWinRatioCount","dashDanceCount","openingsPerKillRatio","rollCount","counterHitRatio","spotDodgeCount","damagePerOpeningRatio","killCount","conversionCount","opponentId","stageId","totalDamage","characterId","inputsPerMinuteRatio"
"4372",7,18,5,6,9,4.5,4,0.571428571,4,28.83339522,4,18,9,32,519.0011139,21,349.5353824
"4373",27,40,3,6,0,9,6,0.642857143,9,19.78722191,2,18,19,2,356.1699944,7,335.7596352
"4374",3,16,1,5,13,9,2,0.4,0,28.72666507,1,9,20,31,258.5399857,20,453.1326435
"4375",42,73,2,11,7,5.25,8,0.692307692,10,22.65952374,4,21,19,31,475.8499985,7,359.3114684
"4376",15,63,5,8,7,4.5,6,0.526315789,3,25.81722217,4,18,19,32,464.7099991,7,338.9580294
"4377",11,26,2,6,25,4,5,0.625,3,30.53375006,4,16,9,31,488.5400009,9,301.0747873
"4378",3,12,2,9,19,5.666666667,8,0.533333333,8,23.10844691,3,17,2,31,392.8435974,20,388.9880673
"4379",12,35,2,13,36,6.5,3,0.5,4,21.16269214,4,26,9,3,550.2299957,9,291.5864378
"4380",2,18,0,11,48,7,1,0.25,5,21.52132143,2,14,12,2,301.2985001,2,393.5051182
"4381",4,44,1,20,116,8,1,0.4,7,19.88791593,3,24,12,31,477.3099823,2,432.133625
"4382",2,21,2,9,24,8,1,0.636363636,0,15.69937515,2,16,2,2,251.1900024,9,290.3849597
"4383",8,22,0,7,27,6,5,0.733333333,0,21.9699991,3,18,2,2,395.4599838,9,257.6993988
"4384",5,26,1,7,23,15,3,0.571428571,0,15.38333384,1,15,2,31,230.7500076,9,381.0045662
"4385",20,36,6,17,121,5.25,0,0.307692308,2,22.08370536,4,21,15,31,463.7578125,2,422.2637281
"4386",3,19,2,11,105,10.5,6,0.529411765,1,17.04809607,2,21,2,3,358.0100174,0,408.6767896
"4387",2,17,0,6,40,15,3,0.8,0,15.8200002,1,15,2,8,237.3000031,0,432.7843341
"4388",12,37,3,13,32,6.333333333,0,0.375,0,21.60736827,3,19,14,31,410.5399971,9,512.1172323
"4389",6,30,3,10,10,5.25,0,0.423076923,0,23.51545316,4,21,14,8,493.8245163,9,457.4175824
"4390",13,39,5,17,22,6.5,1,0.333333333,4,21.21653924,4,26,14,2,551.6300201,9,404.1479896
"4391",9,21,3,14,102,4.75,3,0.4,1,18.26356868,4,19,15,31,347.0078049,2,425.0539957
"4392",6,12,1,9,2,4,2,0.538461538,0,23.92499971,4,16,14,31,382.7999954,20,439.4631639
"4393",0,20,1,17,13,5.25,1,0.444444444,2,26.36333248,4,21,14,32,553.629982,20,449.8021978
"4394",6,34,2,8,37,4,1,0.4,3,22.43465233,4,16,2,31,358.9544373,9,349.8466106
"4395",7,10,3,6,13,5.333333333,1,0.555555556,1,16.16748309,3,16,2,3,258.6797295,9,349.8063892
"4396",4,18,2,12,9,5.333333333,0,0.3,1,24.17187452,3,16,14,31,386.7499924,20,532.1604806
"4397",0,13,3,4,6,NA,0,0.625,1,16.07888794,0,9,2,32,144.7099915,9,323.5623549
"4398",7,9,4,7,2,3.25,1,0.461538462,1,35.48772606,4,13,19,31,461.3404388,12,387.6859693
"4399",15,60,1,18,39,6.5,6,0.615384615,5,20.98961522,4,26,19,8,545.7299957,9,401.5799197
"4400",7,25,1,20,4,7,4,0.461538462,0,20.82966587,4,28,19,2,583.2306442,12,356.8446215
"4401",2,46,2,12,73,6,4,0.5,4,15.16833327,3,18,0,31,273.0299988,2,470.3691814
"4402",12,45,1,19,68,6.75,12,0.470588235,17,19.04740708,4,27,19,31,514.2799911,9,370.7038835
"4403",5,138,5,20,35,6,4,0.444444444,6,16.18007278,4,24,0,32,388.3217468,14,369.4882901
"4404",4,101,3,17,27,5.5,4,0.666666667,2,16.45954514,4,22,0,31,362.109993,14,355.6169588
"4405",12,10,3,14,56,4.75,5,0.357142857,5,19.28157887,4,19,20,31,366.3499985,2,457.5803982
"4406",1,15,1,3,13,2.5,2,0.7,0,23.97999954,4,10,0,8,239.7999954,9,330.4756312
"4407",0,7,2,8,18,8,7,0.538461538,2,26.40312481,2,16,0,31,422.4499969,1,301.0649405
"4408",3,15,0,7,16,16,1,0.533333333,2,13.30250025,1,16,19,28,212.840004,9,362.3718887
"4409",5,15,3,2,7,1,0,0.5,1,37.50749969,4,4,2,8,150.0299988,20,402.4301337
"4410",5,43,1,6,11,4.5,7,0.5,3,20.71888945,2,9,2,31,186.470005,14,278.8172992
"4411",0,35,1,3,0,1.75,6,0.75,2,53.98427146,4,7,19,32,377.8899002,14,234.8901099
"4412",4,9,2,4,7,5.5,4,0.777777778,0,20.74636386,2,11,20,31,228.2100024,20,379.7841021
"4413",0,25,3,6,17,3.333333333,4,0.272727273,2,16.14900093,3,10,20,32,161.4900093,2,394.3171402
"4414",0,27,1,7,6,3,2,0.444444444,1,21.20583344,4,12,0,8,254.4700012,19,387.7823965
"4415",1,15,0,4,4,10,5,0.545454545,0,16.68100128,1,10,19,32,166.8100128,18,364.7355164
"4416",0,22,0,4,4,1,3,NA,0,40.63250256,4,4,19,32,162.5300102,14,234.7107438
"4417",2,12,2,6,3,7,3,0.636363636,1,14.75928511,2,14,0,31,206.6299915,15,358.6651054
"4418",0,19,0,10,17,3,1,0.4,2,20.67833328,4,12,2,31,248.1399994,20,441.4389485
"4419",10,45,4,9,10,7.5,11,0.857142857,4,18.04208781,2,15,2,31,270.6313171,14,325.2457727
"4420",11,11,3,7,14,13,3,0.5,4,14.93692369,1,13,15,28,194.1800079,20,381.9778382
"4421",4,34,2,8,52,5,4,0.5,4,11.72599983,3,15,15,3,175.8899975,2,417.6958525
"4422",16,21,2,19,32,8,11,0.5,9,13.70375013,4,32,20,8,438.5200043,2,458.8711036
"4423",5,7,7,12,13,9.5,4,0.5,0,21.21473734,2,19,0,28,403.0800095,12,397.8300814
"4424",6,5,11,13,11,8.666666667,9,0.625,0,17.44302896,3,26,0,28,453.5187531,12,368.7580026
"4425",4,15,1,12,95,6.666666667,0,0.4375,5,14.05499954,3,20,19,31,281.0999908,9,350.4125326
"4426",5,17,1,9,79,9,4,0.533333333,4,21.37500064,2,18,19,28,384.7500114,9,345.4130854
"4427",4,28,3,17,99,6.25,1,0.444444444,4,19.57600037,4,25,19,32,489.4000092,9,333.5976214
"4428",2,28,2,17,106,5.75,0,0.461538462,11,23.05347774,4,23,19,3,530.2299881,9,348.469917
"4429",2,14,0,8,92,3.75,0,0.5,8,26.69933319,4,15,19,32,400.4899979,9,340.4449043
"4430",7,12,2,11,31,10,3,0.45,3,14.17199974,2,20,12,8,283.4399948,2,467.7827127
"4431",3,10,2,1,9,NA,0,NA,0,5,0,1,12,28,5,2,42.0269168
"4432",1,12,1,1,41,4,1,0.666666667,2,8.947500229,1,4,2,28,35.79000092,2,372.876304
"4433",6,12,1,16,52,10,2,0.333333333,0,14.67568417,2,20,12,31,293.5136833,2,451.7811409
"4434",1,12,1,7,56,12,3,0.5,4,10.47500022,1,12,2,2,125.7000027,2,368.8399661
"4435",4,47,2,11,11,4.5,2,0.375,4,27.37287574,4,18,7,32,492.7117634,19,286.9416088
"4436",8,42,4,15,12,7,2,0.277777778,4,22.18666767,3,21,7,31,465.9200211,19,339.0756303
"4437",0,19,1,7,65,10,0,0.428571429,5,13.65599976,1,10,2,2,136.5599976,2,401.4388489
"4438",8,8,1,4,3,2.75,3,0.583333333,0,18.8718182,4,11,20,31,207.5900002,19,307.8582435
"4439",4,45,1,10,4,4,2,0.352941176,7,32.11124945,4,16,7,28,513.7799911,19,295.281583
"4440",10,68,0,15,42,7.333333333,5,0.5,3,20.63865488,3,22,7,2,454.0504074,2,371.6798059
"4441",0,3,0,0,1,0,0,NA,0,NA,3,0,19,8,0,19,250.5154639
"4442",0,82,0,19,12,6.75,4,0.35,2,20.43365281,4,27,7,32,551.7086258,19,315.4280411
"4443",0,15,0,1,38,1,0,0.6,1,16.68249702,4,4,19,8,66.7299881,2,424.8682824
"4444",13,27,0,7,10,5.666666667,1,0.473684211,0,19.86235226,3,17,19,8,337.6599884,19,345.3524355
"4445",0,0,0,0,0,0,0,NA,0,NA,4,0,18,8,2,2,44.26229508
"4446",6,35,3,11,15,3.25,1,0.222222222,4,31.482014,4,13,18,8,409.2661819,2,382.6886665
"4447",4,52,4,9,55,3.75,2,0.5,2,27.39136047,4,15,21,2,410.8704071,2,394.9178804
"4448",5,56,2,9,60,4.5,3,0.5,0,30.93805398,4,18,2,31,556.8849716,2,362.0708851
"4449",0,31,0,11,49,8,4,0.454545455,0,13.79437494,2,16,2,28,220.7099991,2,369.7549895
"4450",3,42,2,15,52,6.5,2,0.526315789,5,17.60279523,4,26,2,3,457.6726761,2,336.0585723
"4451",5,40,1,17,24,6,2,0.375,3,18.46000067,4,24,20,2,443.0400162,20,543.3414044
"4452",0,41,0,11,17,4.25,1,0.428571429,1,29.06882432,4,17,20,32,494.1700134,20,603.5554271
"4453",1,37,1,8,11,4,1,0.545454545,3,30.67124939,4,16,20,3,490.7399902,20,598.3553451
"4454",5,28,2,11,7,4.5,3,0.636363636,2,18.6744451,4,18,20,28,336.1400118,20,531.4897413
"4455",4,49,0,17,28,5.75,0,0.357142857,3,24.42565288,4,23,20,8,561.7900162,20,617.45847
"4456",0,0,0,0,0,NA,0,NA,0,NA,0,0,20,2,0,2,0
"4457",4,46,2,12,7,5,2,0.444444444,2,25.17849922,4,20,20,31,503.5699844,20,574.9331138
"4458",1,38,2,7,50,3.25,1,0.5,1,29.1525072,4,13,3,2,378.9825935,2,432.5070423
"4459",5,30,3,17,2,5,0,0.3,1,22.62199974,4,20,20,31,452.4399948,20,622.1074099
"4460",0,9,0,5,29,3,0,0.5,0,22.84777758,3,9,20,3,205.6299982,2,354.320697
"4461",4,22,2,10,119,11,3,0.714285714,5,15.13954509,2,22,20,32,333.0699921,2,384.5724435
"4462",4,15,1,8,86,2.75,0,0.6,1,32.07636248,4,11,20,8,352.8399873,2,449.3502326
"4463",11,8,6,13,36,5.75,3,0.555555556,3,16.69217367,4,23,20,28,383.9199944,2,474.3173006
"4464",9,34,0,10,11,3.75,3,0.454545455,5,22.46266632,4,15,19,28,336.9399948,2,517.5601681
"4465",5,29,1,6,9,2.75,5,0.714285714,6,37.79181879,4,11,19,2,415.7100067,2,503.2057106
"4466",10,9,8,11,35,4.75,3,0.5,6,19.30894711,4,19,20,31,366.8699951,2,458.783008
"4467",2,31,4,15,29,5.25,2,0.4,4,22.01381029,4,21,19,32,462.2900162,2,478.1326337
"4468",2,27,3,11,10,4.5,2,0.545454545,4,20.00833299,4,18,19,3,360.1499939,2,524.5925389
"4469",6,22,4,9,8,4.5,1,0.529411765,3,20.24611113,4,18,19,8,364.4300003,2,489.8488121
"4470",12,7,0,17,48,5.25,7,0.25,1,17.26571437,4,21,14,31,362.5800018,20,448.0016524
"4471",6,7,1,11,0,13,0,0.25,0,12.98230743,1,13,19,8,168.7699966,2,499.647601
"4472",1,33,0,14,27,5,0,0.5,2,23.94300003,4,20,0,32,478.8600006,20,459.8699438
"4473",12,12,5,33,76,10.25,10,0.444444444,1,12.85243895,4,41,14,3,526.9499969,20,423.2286261
"4474",3,17,5,9,13,4.25,0,0.5,0,29.20014998,4,17,0,3,496.4025497,20,446.6019417
"4475",5,25,1,13,16,4,1,0.5,1,27.89999962,4,16,0,2,446.3999939,20,472.5575794
"4476",6,28,1,7,28,2.75,0,0.666666667,2,36.87491538,4,11,0,28,405.6240692,20,509.4951923
"4477",8,25,4,7,11,5,1,0.5,2,21.57999935,4,20,19,31,431.599987,2,435.882975
"4478",4,17,2,14,13,4.75,1,0.333333333,2,29.19210494,4,19,0,28,554.6499939,20,449.4574153
"4479",2,16,1,4,50,8,10,0.444444444,0,24.59625053,1,8,9,3,196.7700043,0,389.3601004
"4480",16,26,4,21,16,6,2,0.3,2,25.00416724,4,24,0,8,600.1000137,9,329.4190263
"4481",3,10,2,8,24,2.75,0,0.4,0,29.05454462,4,11,0,32,319.5999908,9,282.6580227
"4482",12,21,2,6,25,2.75,0,0.571428571,1,32.73272774,4,11,0,31,360.0600052,9,326.42788
"4483",3,6,1,11,3,4.25,3,0.6,7,20.36882243,4,17,0,2,346.2699814,20,361.6699801
"4484",3,12,2,17,15,5.75,2,0.333333333,4,19.5626088,4,23,0,31,449.9400024,20,398.870567
"4485",18,10,5,0,66,0,1,NA,0,NA,4,0,15,31,0,9,397.7800202
"4486",3,11,2,13,3,7,1,0.421052632,10,27.32904852,3,21,0,3,573.9100189,20,369.7106425
"4487",5,6,3,8,8,3.75,1,0.5,2,29.09600016,4,15,0,8,436.4400024,9,324.4758432
"4488",1,15,0,10,61,8.5,18,0.454545455,0,16.17647014,2,17,9,32,274.9999924,0,352.6736426
"4489",63,20,9,2,134,NA,3,NA,2,9.5,0,2,2,31,19,0,633.592535
"4490",24,38,2,14,124,5.25,3,0.411764706,6,26.36095283,4,21,15,31,553.5800095,9,371.154239
"4491",2,2,1,2,17,7,0,0.5,0,21.41285597,1,7,2,8,149.8899918,0,531.2913331
"4492",10,25,1,5,64,2.75,1,0.545454545,2,36.06636394,4,11,15,3,396.7300034,9,399.0407674
"4493",1,5,1,4,25,NA,5,0.375,0,10.45,0,10,2,31,104.5,0,445.8327574
"4494",8,19,2,13,22,3.75,1,0.666666667,3,25.95933355,4,15,0,31,389.3900032,19,307.6301402
"4495",16,24,4,4,12,3.25,3,0.5,5,33.50988652,4,13,9,31,435.6285248,14,245.27956
"4496",24,48,1,9,34,4.75,3,0.714285714,2,29.94790569,4,19,9,31,569.0102081,14,298.75897
"4497",6,16,8,8,13,3.25,6,0.833333333,3,28.90461555,4,13,0,8,375.7600021,19,258.497561
"4498",12,20,4,11,21,6,7,0.481481481,7,23.49023883,4,24,20,31,563.7657318,20,356.6531087
"4499",5,8,3,10,33,8,4,0.428571429,3,23.30375099,2,16,20,3,372.8600159,2,426.2073477
"4500",10,14,1,11,17,8,12,0.611111111,5,18.28833294,3,24,20,8,438.9199905,20,379.481398
"4501",10,13,4,12,12,6.666666667,10,0.466666667,5,17.56649991,3,20,20,28,351.3299983,20,369.7065821
"4502",18,77,12,14,6,10.33333333,2,0.708333333,10,14.54129225,3,31,9,31,450.7800598,16,378.0630105
"4503",7,49,9,14,8,11,16,0.470588235,3,16.55045388,2,22,9,31,364.1099854,19,400.7453416
"4504",6,17,0,9,95,7,0,0.5,1,19.73428563,2,14,9,31,276.2799988,0,374.8237458
"4505",10,27,3,9,120,4.5,2,0.615384615,1,21.0355551,4,18,9,28,378.6399918,0,394.6688338
"4506",8,9,1,5,47,8,3,0.333333333,0,17.36999893,1,8,9,8,138.9599915,0,356.2096683
"4507",6,14,1,9,20,3,3,0.428571429,1,31.62250137,4,12,20,31,379.4700165,20,446.7874794
"4508",10,15,5,5,31,3.25,0,0.421052632,0,36.29769252,4,13,19,28,471.8700027,20,403.3847414
"4509",2,14,3,14,18,4.25,3,0.375,1,34.06941223,4,17,0,32,579.1800079,2,375.6678339
"4510",6,24,2,7,26,6.5,5,0.5,2,19.19538483,2,13,2,31,249.5400028,2,429.4818153
"4511",11,21,3,15,27,4.75,2,0.4,2,25.69263057,4,19,0,31,488.1599808,2,460.0155022
"4512",2,16,0,7,0,15,2,0.666666667,0,10.79199956,1,15,2,31,161.8799934,15,410.3364462
"4513",2,20,1,9,1,6,2,0.615384615,0,17.17944421,3,18,2,31,309.2299957,15,434.4005299
"4514",14,58,5,10,6,9,2,0.727272727,3,21.62455382,3,27,7,31,583.8629532,14,325.8987864
"4515",4,6,2,1,5,NA,0,NA,0,5,0,1,0,31,5,2,499.8913043
"4516",10,33,3,7,11,4.5,0,0.578947368,3,28.23640145,4,18,7,8,508.2552261,14,306.5267808
"4517",7,36,4,5,4,5.666666667,2,0.8,1,28.42351711,3,17,7,8,483.199791,14,311.9866815
"4518",1,11,1,10,35,3.25,0,0.272727273,1,22.87230697,4,13,2,31,297.3399906,0,495.510917
"4519",4,6,0,12,36,5.5,3,0.6,1,17.18590858,4,22,2,8,378.0899887,0,559.3972135
"4520",7,51,1,12,68,8,7,0.631578947,4,18.21250029,3,24,2,3,437.1000071,9,371.5206475
"4521",8,31,3,11,30,21,6,0.588235294,4,16.19818624,1,21,2,28,340.161911,9,349.7757848
"4522",5,23,2,11,29,4.75,4,0.533333333,3,22.29947381,4,19,2,2,423.6900024,9,372.8941363
"4523",5,47,4,12,71,7.333333333,7,0.526315789,4,19.25136401,3,22,2,28,423.5300083,9,365.2509653
"4524",6,37,1,6,47,9,7,0.588235294,6,18.54934936,2,18,2,2,333.8882885,9,391.6074887
"4525",1,11,1,10,5,15,3,0.307692308,1,16.9086736,1,15,20,32,253.6301041,20,362.1416982
"4526",4,17,0,8,30,7.666666667,5,0.608695652,5,17.88347825,3,23,20,32,411.3199997,20,376.9684861
"4527",8,6,2,4,39,3,3,0.470588235,0,33.27749856,4,12,9,31,399.3299828,0,422.3743762
"4528",8,11,3,8,9,5,2,0.411764706,0,20.28533223,3,15,9,8,304.2799835,20,470.8461201
"4529",7,10,2,8,38,6,10,0.461538462,0,18.96333355,3,18,9,3,341.340004,0,420.5787781
"4530",3,8,2,12,16,4.5,5,0.461538462,0,27.72055647,4,18,12,28,498.9700165,20,393.3204358
"4531",13,25,3,9,19,9,8,0.642857143,3,15.54611121,2,18,2,2,279.8300018,22,326.8225585
"4532",30,53,1,12,19,6.333333333,4,0.538461538,4,20.10684124,3,19,2,31,382.0299835,22,326.4263323
"4533",13,30,2,17,42,8,2,0.517241379,1,19.52521086,4,32,12,31,624.8067474,9,378.3390878
"4534",7,13,5,8,18,18,0,0.5,0,17.03564326,1,18,12,3,306.6415787,9,317.1819069
"4535",3,16,2,11,59,5.25,6,0.555555556,4,21.62047686,4,21,20,31,454.030014,9,324.7383843
"4536",10,12,1,8,24,16,0,0.444444444,0,18.30903769,1,16,12,32,292.944603,9,312.0777418
"4537",14,19,5,13,28,6.5,2,0.6,3,25.46230932,4,26,12,28,662.0200424,20,375.0164944
"4538",6,13,3,11,25,4.5,0,0.545454545,2,21.90388849,4,18,20,8,394.2699928,9,333.521636
"4539",1,36,1,17,43,9,1,0.5,4,20.64833295,3,27,0,28,557.5049896,9,322.6300383
"4540",4,5,2,8,8,6.666666667,12,0.6,0,19.22116165,3,20,20,2,384.423233,12,332.9265148
"4541",2,21,1,11,36,9.5,1,0.615384615,1,22.79536318,2,19,20,32,433.1119003,9,432.2902302
"4542",7,9,4,13,5,9.333333333,10,0.52173913,2,17.5109599,3,28,20,28,490.3068771,12,324.6023549
"4543",13,44,1,9,21,8.333333333,0,0.681818182,0,20.68340075,3,25,20,2,517.0850186,9,434.256458
"4544",12,21,2,10,10,5,2,0.625,2,22.61250019,4,20,20,28,452.2500038,9,409.5699576
"4545",22,13,4,11,27,9.5,2,0.5,3,21.56368376,2,19,20,2,409.7099915,9,400.3301011
"4546",13,15,1,10,18,9,0,0.5,0,18.76194509,2,18,20,8,337.7150116,9,425.623069
"4547",0,1,0,0,4,NA,0,NA,0,NA,0,0,20,31,0,2,613.9534884
"4548",7,11,1,7,7,5.5,1,0.363636364,0,23.70181621,2,11,20,28,260.7199783,9,135.8151903
"4549",21,24,6,4,48,5,2,1,0,10.03799973,1,5,20,31,50.18999863,2,469.2594566
"4550",17,28,0,9,35,5.5,3,0.5,2,23.96818126,4,22,20,31,527.2999878,9,406.9035533
"4551",8,22,2,8,34,8,5,0.444444444,3,22.08374977,2,16,20,8,353.3399963,2,398.433263
"4552",16,16,2,6,11,4,1,0.588235294,0,25.41499949,4,16,20,8,406.6399918,9,417.4912225
"4553",12,30,2,13,116,11.5,4,0.692307692,3,17.74653128,2,23,0,31,408.1702194,2,409.1470386
"4554",15,24,2,15,64,6.75,9,0.631578947,3,17.6859258,4,27,20,31,477.5199966,2,383.9886979
"4555",6,52,2,16,177,5.5,6,0.5,0,26.46181974,4,22,0,3,582.1600342,2,456.6831683
"4556",14,29,2,18,73,5.25,10,0.428571429,2,17.08714367,4,21,14,28,358.8300171,2,418.5936265
"4557",5,20,0,0,10,NA,0,NA,0,NA,0,0,0,31,0,9,518.3808892
"4558",11,47,0,20,120,10.33333333,10,0.529411765,5,17.31014153,3,31,0,3,536.6143875,2,453.6623786
"4559",7,7,7,8,63,7,7,0.5,1,19.90357195,2,14,12,3,278.6500072,0,405.6235461
"4560",4,7,0,9,35,3.75,6,0.357142857,0,28.870666,4,15,12,32,433.0599899,0,391.7714773
"4561",1,9,0,7,33,11,0,0.444444444,2,22.11636422,1,11,0,31,243.2800064,9,337.6226827
"4562",5,18,3,12,20,6,5,0.357142857,4,25.10500039,3,18,0,2,451.890007,19,332.0937753
"4563",2,17,2,7,25,5.333333333,4,0.545454545,7,23.32265854,3,16,0,2,373.1625366,19,354.0075051
"4564",2,3,2,5,6,1.75,1,0.4,0,18.93428639,4,7,20,3,132.5400047,2,469.865643
"4565",9,28,1,10,19,4.25,3,0.5,1,26.32235314,4,17,2,31,447.4800034,20,515.9477308
"4566",8,13,0,9,19,4.5,3,0.473684211,2,25.65388891,4,18,20,8,461.7700005,20,471.1503506
"4567",0,27,1,7,20,3.75,0,0.5,2,25.76866786,4,15,2,32,386.5300179,20,516.0621762
"4568",1,8,1,3,3,9,0,0.666666667,4,14.79893239,1,9,9,32,133.1903915,2,300.1278228
"4569",2,6,0,10,10,13,2,0.230769231,4,11.87620427,1,13,9,8,154.3906555,2,339.6666127
"4570",7,12,2,9,10,4.25,2,0.5,1,16.64352911,4,17,20,28,282.9399948,19,366.7748215
"4571",2,2,2,9,21,4.5,6,0.473684211,2,19.80527687,4,18,9,2,356.4949837,25,258.172936
"4572",10,3,6,4,32,5,5,0.45,2,20.64266663,3,15,9,31,309.6399994,25,299.2322653
"4573",1,0,2,7,0,15,5,0.4375,2,10.5399999,1,15,20,31,158.0999985,2,285.0739579
"4574",1,0,0,5,0,6,1,0.6,2,14.93649038,2,12,20,3,179.2378845,2,277.6266627
"4575",2,0,3,7,2,5.666666667,16,0.588235294,2,23.48705987,3,17,20,2,399.2800179,25,260.1354872
"4576",0,1,2,5,0,4.5,5,0.444444444,0,14.52444458,2,9,2,8,130.7200012,25,260.0067499
"4577",18,17,3,10,28,4.75,2,0.529411765,1,21.08210524,4,19,2,3,400.5599995,9,335.6489945
"4578",7,15,3,4,19,11,2,0.7,0,23.73090917,1,11,2,8,261.0400009,9,306.3298168
"4579",3,7,5,15,8,9.333333333,11,0.523809524,5,14.29742432,3,28,20,28,400.3278809,2,324.0841777
"4580",13,2,4,11,2,5,13,0.6,0,16.30750008,4,20,2,28,326.1500015,25,275.9468765
"4581",5,9,3,10,49,4.25,6,0.411764706,1,25.4841174,4,17,9,32,433.2299957,25,318.3499289
"4582",11,2,1,7,4,4,2,0.75,1,16.46499944,4,16,2,31,263.439991,25,272.2946176
"4583",12,1,4,6,14,4,8,0.428571429,3,18.49937582,4,16,9,31,295.9900131,25,285.0439883
"4584",8,4,3,4,0,3.333333333,11,0.6,1,21.47799988,3,10,2,2,214.7799988,25,263.9770554
"4585",14,21,1,16,53,6.5,2,0.529411765,1,23.01999987,4,26,2,32,598.5199966,9,311.3685735
"4586",4,0,4,5,1,5.666666667,8,0.55,1,19.28352962,3,17,9,2,327.8200035,25,249.9736981
"4587",4,1,0,6,0,11,8,0.5,1,16.82545575,1,11,2,3,185.0800133,25,234.4827586
"4588",18,37,8,9,3,8.5,3,0.411764706,3,18.59411801,2,17,9,8,316.1000061,19,333.9057508
"4589",9,0,3,5,0,3.333333333,1,0.444444444,1,31.53962479,3,10,9,8,315.3962479,25,254.5044537
"4590",7,8,4,9,29,5,1,0.545454545,0,16.20733325,3,15,2,28,243.1099987,9,327.1397616
"4591",20,41,3,14,7,6.333333333,10,0.625,1,25.51016195,3,19,2,31,484.6930771,19,328.0080576
"4592",5,16,3,13,28,4.75,0,0.545454545,9,22.89480611,4,19,2,3,435.0013161,2,300.0820793
"4593",7,21,1,7,42,4.5,2,0.733333333,6,19.27277735,4,18,9,28,346.9099922,2,379.5974382
"4594",3,14,0,8,29,16,0,0.571428571,1,17.17749929,1,16,12,32,274.8399887,2,328.3757339
"4595",1,18,3,9,38,6.333333333,0,0.428571429,5,13.53473716,3,19,19,2,257.160006,2,319.8881789
"4596",3,23,2,10,25,4,0,0.625,6,18.29749924,4,16,0,31,292.7599878,2,344.2969385
"4597",9,19,2,10,35,5.666666667,3,0.4375,3,21.24588282,3,17,19,2,361.1800079,2,408.5197018
"4598",6,11,1,10,91,5,8,0.625,0,21.15751266,4,20,12,32,423.1502533,2,429.3135436
"4599",7,16,3,11,38,14,3,0.222222222,0,14.40000098,1,14,15,31,201.6000137,2,379.5037975
"4600",25,10,4,14,42,7.333333333,5,0.4,2,20.00232384,3,22,12,8,440.0511246,2,292.2374429
"4601",9,20,3,11,44,7,2,0.166666667,3,21.85799735,2,14,15,28,306.0119629,2,422.1757837
"4602",12,16,1,15,64,9.5,2,0.5,3,13.88157895,2,19,15,31,263.75,2,409.8671727
"4603",11,21,2,15,97,6.666666667,5,0.454545455,1,14.81849937,3,20,15,3,296.3699875,2,408.2542001
"4604",3,9,1,3,7,6,2,0.6,1,34.77833684,1,6,20,32,208.6700211,2,390.9955906
"4605",16,29,4,11,96,6,3,0.538461538,2,20.14777798,3,18,15,8,362.6600037,2,416.2375612
"4606",10,8,2,14,76,7,5,0.6,0,22.83714839,3,21,12,3,479.5801163,2,413.9471107
"4607",19,54,0,7,11,2.5,3,0.375,1,44.02300034,4,10,9,3,440.2300034,7,478.1954887
"4608",22,51,2,9,17,3.25,2,0.363636364,4,31.63230808,4,13,9,31,411.220005,7,419.1484243
"4609",4,24,1,8,2,3,0,0.4,7,31.33099238,4,12,9,31,375.9719086,19,334.0634006
"4610",8,33,6,8,23,5.666666667,5,0.6,7,18.79119963,3,17,9,8,319.4503937,2,464.7997906
"4611",4,12,0,8,1,3,4,0.666666667,1,24.1299998,4,12,20,3,289.5599976,19,308.7601284
"4612",8,14,3,7,4,4.75,3,0.571428571,0,20.3957893,4,19,20,28,387.5199966,19,302.4943311
"4613",5,1,1,11,18,4,1,0.5,0,22.31682634,4,16,0,28,357.0692215,12,333.7663872
"4614",6,3,1,10,6,4,4,0.461538462,0,16.27968383,4,16,0,8,260.4749413,12,321.8153687
"4615",5,48,1,11,30,4.25,4,0.6,15,26.32941167,4,17,9,2,447.5999985,19,399.6478098
"4616",2,12,7,5,7,8.5,1,0.55,3,21.14638519,2,17,9,31,359.4885483,12,343.3571533
"4617",5,3,5,12,4,12.5,9,0.666666667,7,14.10298134,2,25,2,3,352.5745335,12,355.904059
"4618",4,4,4,14,7,6.75,5,0.5,1,19.98107486,4,27,20,28,539.4890213,12,356.2526736
"4619",0,1,0,2,0,2,0,NA,1,10.11000061,1,2,0,3,20.22000122,20,353.9748954
"4620",12,27,1,12,21,5.25,1,0.571428571,6,25.47190494,4,21,0,31,534.9100037,20,490.2313365
"4621",6,35,6,12,15,6,2,0.588235294,2,22.72208277,4,24,0,3,545.3299866,20,477.8486468
"4622",2,19,1,7,41,15,1,0.533333333,2,16.42133382,1,15,19,2,246.3200073,9,235.6038924
"4623",1,0,1,16,16,10,5,0.4,0,15.45550022,2,20,14,28,309.1100044,15,350.0474319
"4624",3,6,1,7,1,10,3,0.272727273,1,12.73199997,1,10,0,31,127.3199997,0,372.5844462
"4625",0,34,3,14,63,8.333333333,1,0.666666667,2,16.92600128,3,25,19,3,423.150032,9,227.983588
"4626",13,41,2,15,38,7.333333333,10,0.466666667,0,22.80863536,3,22,0,28,501.789978,0,373.2856596
"4627",5,9,3,5,18,2.25,3,0.428571429,1,28.63111072,4,9,9,8,257.6799965,25,328.2233339
